country,country_code,year,oda_received
Brazil,BRA,2007,296040005.479007
Barbados,BRB,2007,13320000.2163649
Bhutan,BTN,2007,47289999.7066707
Botswana,BWA,2007,98329999.1767854
Central African Republic,CAF,2007,147969998.158515
Central Europe and the Baltics,CEB,2007,156770001.685247
Chile,CHL,2007,95060000.4885346
China,CHN,2007,1459939995.76941
Cote d'Ivoire,CIV,2007,182209994.528443
Cameroon,CMR,2007,1764220007.07872
"Congo, Dem. Rep.",COD,2007,947910005.450248
"Congo, Rep.",COG,2007,86259999.2491305
Colombia,COL,2007,702829998.709261
Comoros,COM,2007,33030000.0179559
Cabo Verde,CPV,2007,129249999.96461
Costa Rica,CRI,2007,58139998.1714785
Caribbean small states,CSS,2007,377460001.992061
Cuba,CUB,2007,59200000.3289432
Djibouti,DJI,2007,81680000.9459258
Dominica,DMA,2007,17790000.2021343
Dominican Republic,DOM,2007,129200001.779944
Algeria,DZA,2007,377539992.973208
East Asia & Pacific (excluding high income),EAP,2007,6838309974.60894
Early-demographic dividend,EAR,2007,18585720075.1416
East Asia & Pacific,EAS,2007,6838309974.60894
Europe & Central Asia (excluding high income),ECA,2007,4724660024.74166
Europe & Central Asia,ECS,2007,4724660024.74166
Ecuador,ECU,2007,218919998.059049
"Egypt, Arab Rep.",EGY,2007,1013770006.48156
Eritrea,ERI,2007,83019999.1613627
Ethiopia,ETH,2007,1610350024.22705
European Union,EUU,2007,156770001.685247
Fragile and conflict affected situations,FCS,2007,29429890192.5515
Fiji,FJI,2007,43820000.5702675
"Micronesia, Fed. Sts.",FSM,2007,111340001.523495
Gabon,GAB,2007,43020000.9979308
Georgia,GEO,2007,276089997.360483
Ghana,GHA,2007,795209996.469319
Guinea,GIN,2007,155499999.92922
"Gambia, The",GMB,2007,42439999.3680418
Guinea-Bissau,GNB,2007,88590000.7709861
Equatorial Guinea,GNQ,2007,27849998.9882112
Grenada,GRD,2007,5720000.01557171
Guatemala,GTM,2007,446000002.924353
Guyana,GUY,2007,57220000.0509619
High income,HIC,2007,231920008.771122
Honduras,HND,2007,334049999.436363
Heavily indebted poor countries (HIPC),HPC,2007,24517420041.5239
Croatia,HRV,2007,156770001.685247
Haiti,HTI,2007,531950009.889901
IBRD only,IBD,2007,26586500128.4462
IDA & IBRD total,IBT,2007,59366730195.3659
IDA total,IDA,2007,32780230066.9197
IDA blend,IDB,2007,6732010014.61596
Indonesia,IDN,2007,525979990.856722
IDA only,IDX,2007,26048220052.3038
India,IND,2007,1003910002.86117
"Iran, Islamic Rep.",IRN,2007,82270001.2624263
Iraq,IRQ,2007,9142370101.28797
Jamaica,JAM,2007,23120001.1838228
Jordan,JOR,2007,359240013.165399
Kazakhstan,KAZ,2007,195460005.091503
Kenya,KEN,2007,965579998.787492
Kyrgyz Republic,KGZ,2007,140329999.735579
Cambodia,KHM,2007,497669995.643199
Kiribati,KIR,2007,26350000.3460795
St. Kitts and Nevis,KNA,2007,4530000.0552088
Latin America & Caribbean (excluding high income),LAC,2007,5472090007.49886
Lao PDR,LAO,2007,248599998.101592
Lebanon,LBN,2007,547089999.25293
Liberia,LBR,2007,269050002.204255
Libya,LBY,2007,16710000.3324449
St. Lucia,LCA,2007,12000000.0223517
Latin America & Caribbean,LCN,2007,5474710007.60793
Least developed countries: UN classification,LDC,2007,23471250061.8398
Low income,LIC,2007,14347090052.601
Sri Lanka,LKA,2007,402399999.270215
Lower middle income,LMC,2007,24930370018.4729
Low & middle income,LMY,2007,83162880964.3984
Lesotho,LSO,2007,80330001.4417619
Late-demographic dividend,LTE,2007,9266929998.00667
Morocco,MAR,2007,937970017.131419
Moldova,MDA,2007,165040003.225207
Madagascar,MDG,2007,556410000.799223
Maldives,MDV,2007,25439999.8206645
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2007,19286590176.6755
Mexico,MEX,2007,90460002.2360682
Marshall Islands,MHL,2007,52880000.9582191
Middle income,MIC,2007,45300930170.6553
North Macedonia,MKD,2007,198469999.909401
Mali,MLI,2007,736610008.047893
Myanmar,MMR,2007,156929998.932406
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2007,19286590176.6755
Montenegro,MNE,2007,91919998.4781444
Mongolia,MNG,2007,160509998.166934
Mozambique,MOZ,2007,1330080001.93164
Mauritania,MRT,2007,213949995.845556
Mauritius,MUS,2007,71470000.2782046
Malawi,MWI,2007,480140008.511021
Malaysia,MYS,2007,192780000.690371
North America,NAC,2007,0.0
Namibia,NAM,2007,173280002.934858
Niger,NER,2007,347529999.131337
Nigeria,NGA,2007,1463890008.34525
Nicaragua,NIC,2007,622539996.832609
Nepal,NPL,2007,410309999.458492
Nauru,NRU,2007,25389999.4157254
OECD members,OED,2007,1732250025.11218
Oman,OMN,2007,9659999.96103346
Other small states,OSS,2007,1359500001.15298
Pakistan,PAK,2007,1047960002.56017
Panama,PAN,2007,-134519998.183474
Peru,PER,2007,296659995.784983
Philippines,PHL,2007,573460004.327818
Palau,PLW,2007,22120000.2264231
Papua New Guinea,PNG,2007,312290004.603565
Pre-demographic dividend,PRE,2007,31711420127.824
"Korea, Dem. People's Rep.",PRK,2007,88589999.2119521
Paraguay,PRY,2007,111759999.552742
West Bank and Gaza,PSE,2007,1376960001.73688
Pacific island small states,PSS,2007,647610012.019053
Post-demographic dividend,PST,2007,1041190001.66468
Rwanda,RWA,2007,453780000.930652
South Asia,SAS,2007,2769370004.93891
Saudi Arabia,SAU,2007,-143949993.366376
Sudan,SDN,2007,1939259997.2263
Senegal,SEN,2007,548760005.487129
Solomon Islands,SLB,2007,240190007.401631
Sierra Leone,SLE,2007,452930000.107736
El Salvador,SLV,2007,97860001.195222
"Somalia, Fed. Rep.",SOM,2007,335370002.735406
Serbia,SRB,2007,756149991.702289
Sub-Saharan Africa (excluding high income),SSA,2007,26362800023.5073
Sub-Saharan Africa,SSF,2007,26362800023.5073
Small states,SST,2007,2384570015.16409
Sao Tome and Principe,STP,2007,32109999.8857826
Suriname,SUR,2007,145939999.992027
Eswatini,SWZ,2007,24039999.7774511
Seychelles,SYC,2007,2289999.99165535
Syrian Arab Republic,SYR,2007,53079998.8228828
Turks and Caicos Islands,TCA,2007,14520000.1895428
Chad,TCD,2007,302599994.245917
East Asia & Pacific (IDA & IBRD countries),TEA,2007,6264229978.62287
Europe & Central Asia (IDA & IBRD countries),TEC,2007,4449100027.78843
Togo,TGO,2007,96259997.8297949
Thailand,THA,2007,-363760008.201003
Tajikistan,TJK,2007,122190000.688657
Turkmenistan,TKM,2007,3960000.01765788
Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,4829180003.86469
Timor-Leste,TLS,2007,267139998.607337
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2007,13123820134.6491
Tonga,TON,2007,26830000.706017
South Asia (IDA & IBRD),TSA,2007,7060730034.0999
Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,23639670016.3409
Trinidad and Tobago,TTO,2007,17969999.9205768
Tunisia,TUN,2007,323780002.191663
Turkiye,TUR,2007,785760025.506839
Tuvalu,TUV,2007,10430000.0742078
Tanzania,TZA,2007,2026929974.16667
Uganda,UGA,2007,1121750005.05522
Ukraine,UKR,2007,365749996.583909
Upper middle income,UMC,2007,19603320100.2758
Uruguay,URY,2007,29149999.8085201
Uzbekistan,UZB,2007,121100000.033155
St. Vincent and the Grenadines,VCT,2007,62110000.2191961
"Venezuela, RB",VEN,2007,63299999.2724508
Viet Nam,VNM,2007,1585079989.10546
Vanuatu,VUT,2007,56690000.4725903
World,WLD,2007,85533889846.921
Samoa,WSM,2007,31570000.3243983
"Yemen, Rep.",YEM,2007,188320000.801235
South Africa,ZAF,2007,738919993.907214
Zambia,ZMB,2007,780669987.877831
Zimbabwe,ZWE,2007,432879994.357005
Africa Eastern and Southern,AFE,2008,17598090013.4128
Afghanistan,AFG,2008,4365830066.88953
Africa Western and Central,AFW,2008,8335130025.71278
Angola,AGO,2008,267999999.172985
Albania,ALB,2008,329379999.997094
Arab World,ARB,2008,19515429944.8207
Argentina,ARG,2008,104470001.393929
Armenia,ARM,2008,226480001.747608
Antigua and Barbuda,ATG,2008,3080000.05036593
Azerbaijan,AZE,2008,133550001.537427
Burundi,BDI,2008,339819998.273626
Benin,BEN,2008,432680010.670796
Burkina Faso,BFA,2008,623869989.834726
Bangladesh,BGD,2008,1017129993.1556
Bosnia and Herzegovina,BIH,2008,413850006.027147
Belarus,BLR,2008,97139998.2497096
Belize,BLZ,2008,15920000.2551079
Bolivia,BOL,2008,544470000.624657
Brazil,BRA,2008,427699998.874218
Barbados,BRB,2008,6499999.95529652
Bhutan,BTN,2008,56900000.6988645
Botswana,BWA,2008,713350010.11379
Central African Republic,CAF,2008,170380001.742393
Central Europe and the Baltics,CEB,2008,235310004.837811
Chile,CHL,2008,93690001.104027
China,CHN,2008,1449549982.97989
Cote d'Ivoire,CIV,2008,345750005.129725
Cameroon,CMR,2008,368659996.524452
"Congo, Dem. Rep.",COD,2008,1210870012.61488
"Congo, Rep.",COG,2008,429850009.959191
Colombia,COL,2008,956850031.023845
Comoros,COM,2008,30670000.2532452
Cabo Verde,CPV,2008,190670000.530779
Costa Rica,CRI,2008,67919999.3368237
Caribbean small states,CSS,2008,417499998.454005
Cuba,CUB,2008,95100001.9200147
Djibouti,DJI,2008,77629999.5426088
Dominica,DMA,2008,19249999.055639
Dominican Republic,DOM,2008,154190000.763163
Algeria,DZA,2008,333070002.950728
East Asia & Pacific (excluding high income),EAP,2008,6823469937.48844
Early-demographic dividend,EAR,2008,23843009949.2744
East Asia & Pacific,EAS,2008,6823469937.48844
Europe & Central Asia (excluding high income),ECA,2008,6189160010.49802
Europe & Central Asia,ECS,2008,6189160010.49802
Ecuador,ECU,2008,236669997.969642
"Egypt, Arab Rep.",EGY,2008,1171190011.54415
Eritrea,ERI,2008,69929998.8523126
Ethiopia,ETH,2008,2292229998.70218
European Union,EUU,2008,235310004.837811
Fragile and conflict affected situations,FCS,2008,33014039988.8735
Fiji,FJI,2008,40339999.4894862
"Micronesia, Fed. Sts.",FSM,2008,90849996.2650239
Gabon,GAB,2008,51889998.0615824
Georgia,GEO,2008,698940010.130406
Ghana,GHA,2008,844530003.836379
Guinea,GIN,2008,246690002.677962
"Gambia, The",GMB,2008,37740000.5273521
Guinea-Bissau,GNB,2008,101599999.599159
Equatorial Guinea,GNQ,2008,23849999.9511987
Grenada,GRD,2008,10980000.1289696
Guatemala,GTM,2008,508759992.577136
Guyana,GUY,2008,96009998.9697337
High income,HIC,2008,691080002.941191
Honduras,HND,2008,379579998.541624
Heavily indebted poor countries (HIPC),HPC,2008,27483260087.1232
Croatia,HRV,2008,235310004.837811
Haiti,HTI,2008,674600002.065302
IBRD only,IBD,2008,31592560043.687
IDA & IBRD total,IBT,2008,67602660105.5972
IDA total,IDA,2008,36010100061.9102
IDA blend,IDB,2008,5123260014.86927
Indonesia,IDN,2008,648179999.370128
IDA only,IDX,2008,30886840047.041
India,IND,2008,1678669995.39733
"Iran, Islamic Rep.",IRN,2008,65910002.0155311
Iraq,IRQ,2008,9802649983.20118
Jamaica,JAM,2008,77140000.1179427
Jordan,JOR,2008,535379981.55132
Kazakhstan,KAZ,2008,250450008.573011
Kenya,KEN,2008,1048249994.23139
Kyrgyz Republic,KGZ,2008,180439999.328926
Cambodia,KHM,2008,497449992.639944
Kiribati,KIR,2008,26349999.6140599
St. Kitts and Nevis,KNA,2008,43369998.4829873
Latin America & Caribbean (excluding high income),LAC,2008,6994770033.63894
Lao PDR,LAO,2008,244000000.804663
Lebanon,LBN,2008,880370011.514053
Liberia,LBR,2008,893809998.352081
Libya,LBY,2008,56580000.3893673
St. Lucia,LCA,2008,14650000.3952533
Latin America & Caribbean,LCN,2008,6998310033.67715
Least developed countries: UN classification,LDC,2008,27865210060.1438
Low income,LIC,2008,17442920051.8299
Sri Lanka,LKA,2008,520370001.532137
Lower middle income,LMC,2008,26278479973.903
Low & middle income,LMY,2008,97139230173.5878
Lesotho,LSO,2008,91959998.5871465
Late-demographic dividend,LTE,2008,10835650041.7944
Morocco,MAR,2008,943870007.33614
Moldova,MDA,2008,202939999.556169
Madagascar,MDG,2008,415880004.914478
Maldives,MDV,2008,21819999.7041374
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2008,22683890076.0915
Mexico,MEX,2008,127120003.145188
Marshall Islands,MHL,2008,52229998.3929843
Middle income,MIC,2008,50504550240.9935
North Macedonia,MKD,2008,190810000.773519
Mali,MLI,2008,681390001.265332
Myanmar,MMR,2008,481839989.745989
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2008,22683890076.0915
Montenegro,MNE,2008,77179999.4278699
Mongolia,MNG,2008,194730002.807453
Mozambique,MOZ,2008,1508669998.73705
Mauritania,MRT,2008,184399998.448789
Mauritius,MUS,2008,111090003.931895
Malawi,MWI,2008,576870004.637167
Malaysia,MYS,2008,149990001.643077
North America,NAC,2008,0.0
Namibia,NAM,2008,180279996.67637
Niger,NER,2008,421999999.286607
Nigeria,NGA,2008,729340014.092625
Nicaragua,NIC,2008,578099998.652936
Nepal,NPL,2008,482300005.342811
Nauru,NRU,2008,30550000.200048
OECD members,OED,2008,2342660041.31362
Oman,OMN,2008,3949999.91729855
Other small states,OSS,2008,2092110016.58998
Pakistan,PAK,2008,981420011.019335
Panama,PAN,2008,30109999.9230355
Peru,PER,2008,444089998.103678
Philippines,PHL,2008,40320001.5649202
Palau,PLW,2008,41930000.4150718
Papua New Guinea,PNG,2008,288489988.077432
Pre-demographic dividend,PRE,2008,33614740093.261
"Korea, Dem. People's Rep.",PRK,2008,197009993.666783
Paraguay,PRY,2008,120150001.555681
West Bank and Gaza,PSE,2008,2020649980.61955
Pacific island small states,PSS,2008,677699988.357723
Post-demographic dividend,PST,2008,1399520001.40958
Rwanda,RWA,2008,558129992.546514
South Asia,SAS,2008,3933859995.15839
Sudan,SDN,2008,2100959974.3858
Senegal,SEN,2008,696189996.328205
Solomon Islands,SLB,2008,226279995.422811
Sierra Leone,SLE,2008,219209995.791316
El Salvador,SLV,2008,234400001.38618
"Somalia, Fed. Rep.",SOM,2008,705179987.417534
Serbia,SRB,2008,875119985.191152
Sub-Saharan Africa (excluding high income),SSA,2008,29421190053.2674
Sub-Saharan Africa,SSF,2008,29421190053.2674
Small states,SST,2008,3187310003.40171
Sao Tome and Principe,STP,2008,30559999.4137883
Suriname,SUR,2008,98660000.9668619
Eswatini,SWZ,2008,31490000.6558746
Seychelles,SYC,2008,5770000.07405877
Syrian Arab Republic,SYR,2008,108909998.491406
Chad,TCD,2008,425560003.485531
East Asia & Pacific (IDA & IBRD countries),TEA,2008,5980949952.47945
Europe & Central Asia (IDA & IBRD countries),TEC,2008,5857510009.52907
Togo,TGO,2008,215079999.61637
Thailand,THA,2008,-671439978.387207
Tajikistan,TJK,2008,174699997.482821
Turkmenistan,TKM,2008,2700000.09238719
Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,6171570024.95416
Timor-Leste,TLS,2008,257660008.840263
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2008,14535530005.794
Tonga,TON,2008,24250000.147149
South Asia (IDA & IBRD),TSA,2008,9123840073.7159
Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,25933260039.1246
Trinidad and Tobago,TTO,2008,8710000.10147691
Tunisia,TUN,2008,333660005.541518
Turkiye,TUR,2008,1097080006.70373
Tuvalu,TUV,2008,15059999.9763071
Tanzania,TZA,2008,1558069997.00144
Uganda,UGA,2008,1267850029.18728
Ukraine,UKR,2008,549259990.353137
Upper middle income,UMC,2008,23170540054.4852
Uruguay,URY,2008,24179999.5731563
Uzbekistan,UZB,2008,124389999.523759
St. Vincent and the Grenadines,VCT,2008,23229999.97437
"Venezuela, RB",VEN,2008,53519999.8412281
Viet Nam,VNM,2008,1722509974.0345
Vanuatu,VUT,2008,93269997.8016317
World,WLD,2008,101141309803.486
Samoa,WSM,2008,36590000.6331503
"Yemen, Rep.",YEM,2008,226370001.714677
South Africa,ZAF,2008,1045970008.6154
Zambia,ZMB,2008,840190011.389553
Zimbabwe,ZWE,2008,596079993.026331
Africa Eastern and Southern,AFE,2009,17176510031.0352
Afghanistan,AFG,2009,5533639925.92693
Africa Western and Central,AFW,2009,9403110073.85515
Angola,AGO,2009,180000002.458692
Albania,ALB,2009,316210001.375526
Arab World,ARB,2009,12007940085.9624
Argentina,ARG,2009,100440001.150593
Armenia,ARM,2009,274779994.500801
Antigua and Barbuda,ATG,2009,3349999.95678663
Azerbaijan,AZE,2009,136870000.738651
Burundi,BDI,2009,395090000.666678
Benin,BEN,2009,472300001.326948
Burkina Faso,BFA,2009,618419991.971925
Bangladesh,BGD,2009,849690000.124277
Bosnia and Herzegovina,BIH,2009,356750000.813976
Belarus,BLR,2009,89489999.6183812
Belize,BLZ,2009,17170000.0502169
Bolivia,BOL,2009,562960003.495216
Brazil,BRA,2009,328290002.254769
Barbados,BRB,2009,10650000.0078231
Bhutan,BTN,2009,58189999.4518607
Botswana,BWA,2009,255679994.819685
Central African Republic,CAF,2009,153329998.888075
Central Europe and the Baltics,CEB,2009,165430002.328008
Chile,CHL,2009,70800001.429394
China,CHN,2009,1233250017.9559
Cote d'Ivoire,CIV,2009,1792910065.65466
Cameroon,CMR,2009,327129999.695346
"Congo, Dem. Rep.",COD,2009,1332880004.8288
"Congo, Rep.",COG,2009,252479999.177158
Colombia,COL,2009,1044590024.86803
Comoros,COM,2009,43339999.185875
Cabo Verde,CPV,2009,184480001.136661
Costa Rica,CRI,2009,105710001.453757
Caribbean small states,CSS,2009,485010002.156719
Cuba,CUB,2009,103940002.121031
Djibouti,DJI,2009,107950001.701713
Dominica,DMA,2009,27709999.3508309
Dominican Republic,DOM,2009,118289999.779314
Algeria,DZA,2009,283309996.09828
East Asia & Pacific (excluding high income),EAP,2009,7359080039.85323
Early-demographic dividend,EAR,2009,24097140007.684
East Asia & Pacific,EAS,2009,7359080039.85323
Europe & Central Asia (excluding high income),ECA,2009,6689999995.25771
Europe & Central Asia,ECS,2009,6689999995.25771
Ecuador,ECU,2009,210210001.494736
"Egypt, Arab Rep.",EGY,2009,784989999.996499
Eritrea,ERI,2009,86299998.6167997
Ethiopia,ETH,2009,2020739998.56971
European Union,EUU,2009,165430002.328008
Fragile and conflict affected situations,FCS,2009,27425670024.8569
Fiji,FJI,2009,62509999.3720651
"Micronesia, Fed. Sts.",FSM,2009,120909997.545183
Gabon,GAB,2009,61760001.0149181
Georgia,GEO,2009,621509988.225997
Ghana,GHA,2009,987729995.813221
Guinea,GIN,2009,212450002.018362
"Gambia, The",GMB,2009,37139999.7919799
Guinea-Bissau,GNB,2009,111749999.593943
Equatorial Guinea,GNQ,2009,28210000.5242974
Grenada,GRD,2009,18090000.3090501
Guatemala,GTM,2009,369379999.240861
Guyana,GUY,2009,92799998.8794328
High income,HIC,2009,654070001.615212
Honduras,HND,2009,344579995.343462
Heavily indebted poor countries (HIPC),HPC,2009,29353609991.1444
Croatia,HRV,2009,165440002.327785
Haiti,HTI,2009,806829991.156235
IBRD only,IBD,2009,24023920172.5107
IDA & IBRD total,IBT,2009,63328740147.0617
IDA total,IDA,2009,39304819974.551
IDA blend,IDB,2009,5753949986.28274
Indonesia,IDN,2009,446560038.466007
IDA only,IDX,2009,33550869988.2682
India,IND,2009,1677310044.2756
"Iran, Islamic Rep.",IRN,2009,67929999.0255385
Iraq,IRQ,2009,2686690061.61578
Jamaica,JAM,2009,112900001.769886
Jordan,JOR,2009,572049987.208099
Kazakhstan,KAZ,2009,190369999.108836
Kenya,KEN,2009,1309200013.81822
Kyrgyz Republic,KGZ,2009,168949997.46047
Cambodia,KHM,2009,519870000.520721
Kiribati,KIR,2009,24409999.6332079
St. Kitts and Nevis,KNA,2009,4130000.01199544
Latin America & Caribbean (excluding high income),LAC,2009,6910140014.8198
Lao PDR,LAO,2009,287600000.744686
Lebanon,LBN,2009,463499999.716878
Liberia,LBR,2009,401120006.537065
Libya,LBY,2009,34570000.7528067
St. Lucia,LCA,2009,22840000.2066045
Latin America & Caribbean,LCN,2009,6911680014.75558
Least developed countries: UN classification,LDC,2009,28138839934.5502
Low income,LIC,2009,18128059963.6268
Sri Lanka,LKA,2009,434710002.96995
Lower middle income,LMC,2009,28549340039.812
Low & middle income,LMY,2009,94539079978.2276
Lesotho,LSO,2009,86779999.8242408
Late-demographic dividend,LTE,2009,10887860034.1901
Morocco,MAR,2009,987230017.42363
Moldova,MDA,2009,206999999.625608
Madagascar,MDG,2009,297270003.13811
Maldives,MDV,2009,22269999.8728931
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2009,16555419943.9138
Mexico,MEX,2009,165009994.516149
Marshall Islands,MHL,2009,60780000.3122538
Middle income,MIC,2009,45940400602.6983
North Macedonia,MKD,2009,188360001.284629
Mali,MLI,2009,676790002.517402
Myanmar,MMR,2009,311799994.636327
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2009,16555419943.9138
Montenegro,MNE,2009,63829999.9460578
Mongolia,MNG,2009,219949998.216704
Mozambique,MOZ,2009,1494019998.02515
Mauritania,MRT,2009,157890002.636239
Mauritius,MUS,2009,156800004.282966
Malawi,MWI,2009,522959999.917075
Malaysia,MYS,2009,132969998.594373
North America,NAC,2009,0.0
Namibia,NAM,2009,281730001.032352
Niger,NER,2009,319800006.06738
Nigeria,NGA,2009,770199998.609721
Nicaragua,NIC,2009,521269992.617891
Nepal,NPL,2009,548869999.352843
Nauru,NRU,2009,23429999.5228648
OECD members,OED,2009,2732480028.02022
Oman,OMN,2009,8389999.97079372
Other small states,OSS,2009,1773880000.74401
Pakistan,PAK,2009,1429449959.31908
Panama,PAN,2009,60809998.1509149
Peru,PER,2009,413240003.611892
Philippines,PHL,2009,295689996.577799
Palau,PLW,2009,34560000.3637373
Papua New Guinea,PNG,2009,354540005.354211
Pre-demographic dividend,PRE,2009,28536200091.2987
"Korea, Dem. People's Rep.",PRK,2009,50029999.5373935
Paraguay,PRY,2009,153140001.716092
West Bank and Gaza,PSE,2009,2280689999.35873
Pacific island small states,PSS,2009,739439996.492118
Post-demographic dividend,PST,2009,1320740009.84244
Rwanda,RWA,2009,624809999.030083
South Asia,SAS,2009,3734600044.29891
Sudan,SDN,2009,2137460025.27326
Senegal,SEN,2009,649059998.555109
Solomon Islands,SLB,2009,205919998.800382
Sierra Leone,SLE,2009,305359995.689243
El Salvador,SLV,2009,284710002.740845
"Somalia, Fed. Rep.",SOM,2009,607800005.042925
Serbia,SRB,2009,581759999.129921
Sub-Saharan Africa (excluding high income),SSA,2009,30365180100.7241
Sub-Saharan Africa,SSF,2009,30365180100.7241
Small states,SST,2009,2998329999.39285
Sao Tome and Principe,STP,2009,23270000.3944337
Suriname,SUR,2009,151110001.232475
Eswatini,SWZ,2009,33659999.8474121
Seychelles,SYC,2009,23759999.8954683
Syrian Arab Republic,SYR,2009,116910001.030192
Chad,TCD,2009,474510003.004224
East Asia & Pacific (IDA & IBRD countries),TEA,2009,6796660039.60185
Europe & Central Asia (IDA & IBRD countries),TEC,2009,6328930000.58644
Togo,TGO,2009,408310003.630817
Thailand,THA,2009,-71129997.7041784
Tajikistan,TJK,2009,178370000.861585
Turkmenistan,TKM,2009,17619999.8930097
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,6229170017.17165
Timor-Leste,TLS,2009,193279998.427257
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2009,6840340053.51924
Tonga,TON,2009,35360000.2005696
South Asia (IDA & IBRD),TSA,2009,10553989931.2928
Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,26579650104.8896
Trinidad and Tobago,TTO,2009,6010000.06496907
Tunisia,TUN,2009,457659990.437329
Turkiye,TUR,2009,1346370005.75289
Tuvalu,TUV,2009,15179999.8935312
Tanzania,TZA,2009,1547799979.43342
Uganda,UGA,2009,1144809996.38885
Ukraine,UKR,2009,591280005.000532
Upper middle income,UMC,2009,16381540144.0598
Uruguay,URY,2009,44229999.5794893
Uzbekistan,UZB,2009,83399999.750778
St. Vincent and the Grenadines,VCT,2009,18250000.3166497
"Venezuela, RB",VEN,2009,50320000.4231185
Viet Nam,VNM,2009,2132839991.31992
Vanuatu,VUT,2009,100870000.664145
World,WLD,2009,98137839893.5795
Samoa,WSM,2009,55510000.1841784
Kosovo,XKX,2009,752060005.219653
"Yemen, Rep.",YEM,2009,277549998.512492
South Africa,ZAF,2009,1015329992.46009
Zambia,ZMB,2009,854640002.645553
Zimbabwe,ZWE,2009,700390011.4391
Africa Eastern and Southern,AFE,2010,18240989966.3106
Afghanistan,AFG,2010,5845290058.9183
Africa Western and Central,AFW,2010,9833060016.61345
Angola,AGO,2010,175949997.510761
Albania,ALB,2010,301229994.127527
Arab World,ARB,2010,9890109962.98678
Argentina,ARG,2010,116070001.203567
Armenia,ARM,2010,239899994.568899
Antigua and Barbuda,ATG,2010,19269999.9958277
Azerbaijan,AZE,2010,82639999.203384
Burundi,BDI,2010,413339997.263625
Benin,BEN,2010,463100000.381469
Burkina Faso,BFA,2010,604890003.755689
Bangladesh,BGD,2010,1061220003.82282
Bosnia and Herzegovina,BIH,2010,350239996.399731
Belarus,BLR,2010,114769999.055192
Belize,BLZ,2010,19020000.0908226
Bolivia,BOL,2010,496330010.652542
Brazil,BRA,2010,420859992.938116
Barbados,BRB,2010,14800000.4068017
Bhutan,BTN,2010,77379999.5705485
Botswana,BWA,2010,142690001.778305
Central African Republic,CAF,2010,197590000.983328
Central Europe and the Baltics,CEB,2010,146259999.955073
Chile,CHL,2010,173649995.571002
China,CHN,2010,790820002.228022
Cote d'Ivoire,CIV,2010,504260008.648038
Cameroon,CMR,2010,341329999.649897
"Congo, Dem. Rep.",COD,2010,2747920006.54712
"Congo, Rep.",COG,2010,1251220021.40991
Colombia,COL,2010,614590000.890196
Comoros,COM,2010,33029999.6808171
Cabo Verde,CPV,2010,284490004.710854
Costa Rica,CRI,2010,93130001.28977
Caribbean small states,CSS,2010,445740004.191175
Cuba,CUB,2010,112930000.118911
Djibouti,DJI,2010,107610000.282526
Dominica,DMA,2010,29209999.1310388
Dominican Republic,DOM,2010,172440002.635121
Algeria,DZA,2010,195089997.177944
East Asia & Pacific (excluding high income),EAP,2010,7781779982.60035
Early-demographic dividend,EAR,2010,27565460019.3557
East Asia & Pacific,EAS,2010,7781779982.60035
Europe & Central Asia (excluding high income),ECA,2010,5722299984.16081
Europe & Central Asia,ECS,2010,5722299984.16081
Ecuador,ECU,2010,151049999.020994
"Egypt, Arab Rep.",EGY,2010,500030002.953486
Eritrea,ERI,2010,73269999.1036206
Ethiopia,ETH,2010,2094390012.95157
European Union,EUU,2010,146259999.955073
Fragile and conflict affected situations,FCS,2010,30791730079.5261
Fiji,FJI,2010,68750001.6521662
"Micronesia, Fed. Sts.",FSM,2010,63730001.5799701
Gabon,GAB,2010,96870001.4855713
Georgia,GEO,2010,518820002.898573
Ghana,GHA,2010,1003210002.42792
Guinea,GIN,2010,164250001.046807
"Gambia, The",GMB,2010,55819999.9537319
Guinea-Bissau,GNB,2010,70880000.5894154
Equatorial Guinea,GNQ,2010,78940002.3669005
Grenada,GRD,2010,18820000.2368539
Guatemala,GTM,2010,387240002.280101
Guyana,GUY,2010,93269998.9341199
High income,HIC,2010,813319996.183737
Honduras,HND,2010,336959995.124489
Heavily indebted poor countries (HIPC),HPC,2010,32711600091.5151
Croatia,HRV,2010,146259999.955073
Haiti,HTI,2010,2588110012.14757
IBRD only,IBD,2010,21778850005.3678
IDA & IBRD total,IBT,2010,66239300038.4774
IDA total,IDA,2010,44460450033.1096
IDA blend,IDB,2010,8259389973.21018
Indonesia,IDN,2010,1091069998.67037
